Account Type,RID,Domain,Username,Account Status,LM,NTLM,Cracked Password,Password Health,Password Last Set
machine,2040,,W2K3SEA60$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,57F9DBE06D0C6419BDF58F340DFD77CA,,Not Cracked,1985-11-02 17:54,,
machine,2025,,WIN7LAX87$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,94F5FA954FB7FBB6A80CCB318C57DF21,,Not Cracked,1982-07-14 21:49,,
machine,2047,,WINXPNYC88$,Enabled,926991B62547D897A722B92EECFCFABD,886B850B872D34F4DFA634EFEB858BC3,,Not Cracked,1998-08-13 04:54,,
user,1059,acme.com,Nikhil,Enabled,AAD3B435B51404EEAAD3B435B51404EE,D643DA71A76DD7EB97226D3C5AFEB01B,martin,Weak - Less than 8,2010-11-10 15:26,,
user,1068,acme.com,Simeon,Enabled,AAD3B435B51404EEAAD3B435B51404EE,54DA12C0AEF9D765599FF4BEFAB2FEAC,,Not Cracked,1992-10-15 12:54,,
machine,2017,,WINXPSEA91$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,5381C9F5623EE3A7995CB33A918EDC91,,Not Cracked,2007-07-06 10:04,,
machine,2044,,WIN10SEA65$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,7391992F3B832E80A64D06271F54EAE1,,Not Cracked,1982-08-22 10:54,,
user,1092,acme.com,Gracelyn,Disabled,AAD3B435B51404EEAAD3B435B51404EE,711B344760200B4342D816AAE5E1992F,edward,Weak - Less than 8,1994-02-19 18:35,,
user,1007,acme.com,Leah,Enabled,AAD3B435B51404EEAAD3B435B51404EE,7CE21F17C0AEE7FB9CEBA532D0546AD6,1234,Weak - Less than 8,1982-05-14 22:17,,
machine,2003,,W2K8TKY64$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,D6BB0F8C128332E8E7E54E7BFAE45F8B,,Not Cracked,2008-06-04 13:50,,
user,1033,acme.com,Samara,Enabled,AAD3B435B51404EEAAD3B435B51404EE,8FF7257300DFA24FECC8B4C43282271D,,Not Cracked,1972-09-19 11:30,,
user,1001,,Joshua,Enabled,E52CAC67419A9A224A3B108F3FA6CB6D,8846F7EAEE8FB117AD06BDD830B7586C,password,Weak - pass,2005-02-28 05:04,,
user,1094,acme.com,Marvin,Enabled,AAD3B435B51404EEAAD3B435B51404EE,C196AAC994FBC9C362ED4F8088E1B333,girls,Weak - Less than 8,1974-02-16 06:54,,
user,1036,acme.com,Wendy,Enabled,AAD3B435B51404EEAAD3B435B51404EE,27E3FED2435BB26A43E18D55D06D1FD1,August2017,Weak - august,1993-12-04 00:18,,
machine,2036,,CENTOSLAX44$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,148FE965CBD660C3B027C6803103F3E8,,Not Cracked,2015-12-06 12:27,,
machine,2022,,W2K3LON70$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,D18E11DB12E0D3DFF4092DC667A37128,,Not Cracked,1987-10-31 20:37,,
user,1060,acme.com,Jennifer,Disabled,AAD3B435B51404EEAAD3B435B51404EE,C4DDB64252ADFC9E0558353099DED495,freedom,Weak - Less than 8,2013-12-05 23:37,,
user,1090,acme.com,Carlee,Enabled,D6B26F48B6617F4CAAD3B435B51404EE,4AEAB0D0BF855E49A52138EECCA6C581,boomer,Weak - Less than 8,1989-12-10 16:40,,
user,1077,acme.com,Manuel,Disabled,AAD3B435B51404EEAAD3B435B51404EE,5EE3603597642E6434AFFFAE348E9AF3,,Not Cracked,1972-03-12 04:41,,
machine,2050,,WIN10PAR66$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,DEB123A98102E9D8399173153DE2E357,,Not Cracked,1980-09-20 15:57,,
user,1029,acme.com,Aniyah,Enabled,AAD3B435B51404EEAAD3B435B51404EE,4044E25C95DED56030E2E322651DEA4B,January2017,Weak - january,1980-07-29 15:50,,
user,1014,acme.com,Rogelio,Enabled,AAD3B435B51404EEAAD3B435B51404EE,F67F5E3F66EFD7298BE6ACD32EEEB27C,1qaz2wsx,Cracked,2017-04-30 21:59,,
user,1088,acme.com,Ishaan,Enabled,AAD3B435B51404EEAAD3B435B51404EE,6B5F5239FBD3C6BD60F7769A0E1E7418,,Not Cracked,2007-08-16 07:33,,
user,1095,acme.com,Judith,Enabled,AAD3B435B51404EEAAD3B435B51404EE,70DAF8EB7CA45FB508CF24852293609F,booboo,Weak - Less than 8,1993-06-01 19:12,,
machine,2016,,W2K3SEA83$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,CB60841334F0435264B732F0A8E585AE,,Not Cracked,1998-08-29 15:29,,
user,1089,acme.com,Morgan,Enabled,F19817C3281918B893E28745B8BF4BA6,D5FCE56A1BAAD0EBA736E8DCC12249B1,starwars,Cracked,1997-03-15 06:58,,
user,1071,acme.com,Ashton,Enabled,AAD3B435B51404EEAAD3B435B51404EE,2D7F1A5A61D3A96FB5159B5EEF17ADC6,111111,Weak - Less than 8,1999-11-07 18:37,,
user,1003,acme.com,Gauge,Enabled,AAD3B435B51404EEAAD3B435B51404EE,2D20D252A479F485CDF5E171D93985BF,qwerty,Weak - Less than 8,1983-03-15 16:34,,
machine,2004,,W2K3PAR25$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,0DBF2D17045842BE949BABD913C7557E,,Not Cracked,1992-05-26 20:38,,
machine,2011,,WINXPLAX66$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,1B49B1C9E47D7F08BC44C0447C4E6092,,Not Cracked,1971-12-24 12:05,,
user,1034,acme.com,Desmond,Enabled,AAD3B435B51404EEAAD3B435B51404EE,3263EBF19444BEEF4B9AC96752BA171A,June2017,Weak - june,1983-03-22 14:43,,
user,1006,labs.acme.com,Ean,Enabled,AAD3B435B51404EEAAD3B435B51404EE,31FC0DC8F7DFAD0E8BD7CCC3842F2CE9,football,Cracked,1982-09-30 09:15,,
user,1052,acme.com,Travis,Enabled,AAD3B435B51404EEAAD3B435B51404EE,92B7B06BB313BF666640C5A1E75E0C18,michelle,Cracked,1977-12-07 13:05,,
user,1028,acme.com,Carsen,Enabled,60549F73B8C3AA36B14FD58A657A9CA6,0C0F6A3A9E1FED6C3D6A4E6D13BC8E00,,Not Cracked,1993-02-10 15:40,,
machine,2034,,W2K3NYC21$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,154085BC69D7E995D5FF5055A3F555AA,,Not Cracked,2003-04-24 21:50,,
user,1087,acme.com,Maren,Enabled,ECD96218B47A5336AAD3B435B51404EE,3F5A79137212E2026748DDA7A48F656C,wizard,Weak - Less than 8,1972-10-27 01:47,,
user,1081,labs.acme.com,Coleman,Disabled,01843DD62512FFE8AAD3B435B51404EE,C7BAD7D1CC2F3C69ADEA5CCB429234AD,diamond,Weak - Less than 8,1978-05-05 18:41,,
machine,2032,,WIN10SEA58$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,08F5701E79133D91F94B929C40543868,,Not Cracked,1986-07-23 04:52,,
machine,2026,,WIN10TKY50$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,5D5AB3BD1CF231C9D69916AB82678967,,Not Cracked,1985-08-28 11:22,,
machine,2010,,W2K3SEA71$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,41EC56CD6E70252D650CE3F364AAC1A1,,Not Cracked,1976-06-19 06:26,,
machine,2012,,CENTOSTKY55$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,D25AA1B063CCA64E39377D486E7459C6,,Not Cracked,2017-04-06 06:57,,
machine,2007,,WIN7TKY24$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,278BBAB022B49032CEBC9C16EB6C6EF4,,Not Cracked,2007-06-08 00:13,,
user,1018,acme.com,Zayne,Enabled,AAD3B435B51404EEAAD3B435B51404EE,BECEDB42EC3C5C7F965255338BE4453C,letmein,Weak - Less than 8,1980-12-03 06:17,,
user,1023,acme.com,Gunnar,Enabled,AAD3B435B51404EEAAD3B435B51404EE,B9F917853E3DBF6E6831ECCE60725930,passw0rd,Weak - pass,2011-12-13 19:32,,
user,1075,acme.com,Steve,Enabled,1F224E1F7E03850EAAD3B435B51404EE,917E1C5AD620164C5267729C57BCB431,scooter,Weak - Less than 8,1986-05-05 04:12,,
user,1097,acme.com,Kamren,Enabled,AAD3B435B51404EEAAD3B435B51404EE,68C1DC78D5E95CEA075C5E86CC34786E,bulldog,Weak - Less than 8,1973-04-27 17:07,,
user,1058,acme.com,Sebastian,Enabled,AAD3B435B51404EEAAD3B435B51404EE,1F637FDE0D3EE5F09474683D312BD5AA,patrick,Weak - Less than 8,2010-07-24 19:06,,
user,1048,acme.com,Marina,Enabled,AAD3B435B51404EEAAD3B435B51404EE,CB76F2C45FE0437BF1CC41339255BFD6,richard,Weak - Less than 8,1981-03-20 19:48,,
user,1010,acme.com,Kathy,Enabled,AAD3B435B51404EEAAD3B435B51404EE,674E48B68C5CD0EFD8F7E5FAA87B3D1E,welcome,Weak - welcome,2015-12-13 03:29,,
user,1070,widgets.acme.com,Lara,Enabled,AAD3B435B51404EEAAD3B435B51404EE,31D6CFE0D16AE931B73C59D7E0C089C0,,<BLANK>,1987-05-10 04:46,,
machine,2049,,WIN7TKY55$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,CDFCFFD511324D0658784841131D9387,,Not Cracked,2003-04-15 05:47,,
user,1015,acme.com,Eva,Enabled,AAD3B435B51404EEAAD3B435B51404EE,F7EB9C06FAFAA23C4BCF22BA6781C1E2,dragon,Weak - Less than 8,1980-04-28 17:21,,
machine,2024,,CENTOSNYC10$,Disabled,AAD3B435B51404EEAAD3B435B51404EE,4CC31AF69AF8F3EFD0A23D2AE55751F1,,Not Cracked,2001-10-27 22:28,,
machine,2037,,WIN7TKY49$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,682B897F3FAC533A5214E71A8DF22E4D,,Not Cracked,2007-04-12 14:58,,
user,1041,acme.com,Sasha,Enabled,B34CE522C3E4C8774A3B108F3FA6CB6D,B9F917853E3DBF6E6831ECCE60725930,passw0rd,Weak - pass,1992-04-05 21:58,,
user,1049,labs.acme.com,Isis,Enabled,AAD3B435B51404EEAAD3B435B51404EE,BC8B9EDC94B09C901D0E5FD2E1FEF3AB,,Not Cracked,2006-03-06 05:29,,
user,1096,acme.com,Javion,Disabled,AAD3B435B51404EEAAD3B435B51404EE,5DA2BA28F424F13E70E21DDB3E273508,coffee,Weak - Less than 8,1989-01-25 19:51,,
user,1083,acme.com,Matthias,Enabled,EF97B164A1D998BCAAD3B435B51404EE,776953CC85A092EE01D5EF318DE907B9,jackson,Weak - Less than 8,1993-05-25 09:42,,
machine,2031,,WIN7LON43$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,7E500703CB82F9E006EE0D727F1B753A,,Not Cracked,1986-09-18 05:35,,
user,1064,acme.com,Cristal,Enabled,AAD3B435B51404EEAAD3B435B51404EE,1C6042A4A4EC01CDA89CDAE0F26535E3,sparky,Weak - Less than 8,2009-12-06 13:48,,
user,1072,acme.com,Ashtyn,Enabled,AAD3B435B51404EEAAD3B435B51404EE,E8D7C59370C981938DCE35309E40F8D6,131313,Weak - Less than 8,1980-09-19 03:04,,
user,1078,acme.com,Summer,Enabled,7F8F92C0497D1A06AAD3B435B51404EE,F16D4BD6B6E1634B8C81E5F2C2774202,guitar,Weak - Less than 8,1982-11-28 05:41,,
user,1067,acme.com,Kaiya,Disabled,AAD3B435B51404EEAAD3B435B51404EE,878D8014606CDA29677A44EFA1353FC7,secret,Weak - Less than 8,1973-05-17 14:45,,
user,1073,acme.com,Jamarcus,Enabled,AAD3B435B51404EEAAD3B435B51404EE,579110C49145015C47ECD267657D3174,123123,Weak - Less than 8,1983-02-02 23:35,,
user,1027,acme.com,Victoria,Enabled,A9C014B4D6C25C887C3113B4A1A5E3A0,568D109272F3AA9A1DE5460A26E0B3D4,Fall2017,Weak - 2017,2006-03-05 12:04,,
machine,2021,,W2K8PAR15$,Enabled,2E63B8747BFBF344A7864E49C4BF5DE4,1DD5BBFE468CDAF01D4F7AF275943EE1,,Not Cracked,2008-02-29 11:18,,
machine,2041,,WINXPTKY15$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,E807CAF055BC26A56E2E5FB9E2A22301,,Not Cracked,2010-04-09 05:45,,
user,1054,acme.com,Memphis,Enabled,AAD3B435B51404EEAAD3B435B51404EE,791BE570E42EC0FF494FA2E3FE63B423,bigdog,Weak - Less than 8,2015-03-30 23:44,,
user,1061,labs.acme.com,Tori,Enabled,AAD3B435B51404EEAAD3B435B51404EE,CB13139D77DE9279F84BEA474A20098A,ginger,Weak - Less than 8,1973-09-15 22:20,,
machine,2042,,CENTOSTKY46$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,E45F806BA18C0F25FFC66A146BF39CDB,,Not Cracked,1982-12-10 16:23,,
user,1082,acme.com,Armando,Enabled,5D76632E48279AFAAAD3B435B51404EE,5ECE5381DB1C7007B8E1560B2B23CB01,nascar,Weak - Less than 8,2002-09-18 05:04,,
user,1069,acme.com,Cailyn,Enabled,AAD3B435B51404EEAAD3B435B51404EE,CB8C645F64E630E1526E46D73DAEA40C,falcon,Weak - Less than 8,1977-11-21 13:14,,
user,1025,acme.com,Alicia,Enabled,AAD3B435B51404EEAAD3B435B51404EE,E550E981B43D1019F024635122D1CD2B,Summer2017,Weak - 2017,1994-09-30 09:35,,
user,1019,acme.com,Freddy,Disabled,AAD3B435B51404EEAAD3B435B51404EE,E6BD4CDB1E447131B60418F31D0B81D6,login,Weak - Less than 8,1984-11-15 10:00,,
user,1047,acme.com,Anastasia,Enabled,AAD3B435B51404EEAAD3B435B51404EE,F44D493F2884B9848DEDFED4E0893949,,Not Cracked,1991-10-11 19:42,,
machine,2046,,W2K3LON38$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,A9484A7CC48BBF231F59A78D124CE639,,Not Cracked,1988-11-27 01:38,,
machine,2013,,WIN7PAR72$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,F49E8A81405B26C3D696307A80BF3FAF,,Not Cracked,2015-06-03 16:59,,
user,1079,acme.com,Jalen,Enabled,C9248AFD4A9CB47BAAD3B435B51404EE,399D894C0EE4CDCF65E2A16722DF28C7,chelsea,Weak - Less than 8,2010-04-01 08:20,,
user,1053,acme.com,Amiya,Enabled,AAD3B435B51404EEAAD3B435B51404EE,A6E3D61F87DD8EB44839E204F21B4E98,corvette,Cracked,2012-01-11 10:35,,
user,1045,acme.com,Donovan,Disabled,AAD3B435B51404EEAAD3B435B51404EE,7A8DEB5028371B371DED7339FCA38892,,Not Cracked,1973-03-25 03:20,,
user,1031,acme.com,Lilly,Enabled,AAD3B435B51404EEAAD3B435B51404EE,649B548D3E79866B4E8328E52549B376,March2017,Weak - march,2005-03-13 18:56,,
user,1093,acme.com,Walker,Enabled,AAD3B435B51404EEAAD3B435B51404EE,D75826EA455D838866B4AEFD10D0440A,charles,Weak - Less than 8,2004-04-13 00:34,,
user,1051,widgets.acme.com,Maurice,Enabled,AAD3B435B51404EEAAD3B435B51404EE,31D6CFE0D16AE931B73C59D7E0C089C0,,<BLANK>,1985-11-18 06:22,,
user,1024,acme.com,Nathaniel,Disabled,AAD3B435B51404EEAAD3B435B51404EE,D5FCE56A1BAAD0EBA736E8DCC12249B1,starwars,Cracked,1974-05-07 13:03,,
user,1017,acme.com,Mara,Enabled,AAD3B435B51404EEAAD3B435B51404EE,1EF2AD33E73707EE06BF2A237E052028,,Not Cracked,1976-07-26 15:16,,
user,1085,acme.com,Katrina,Enabled,23B3EFCAA559D0DBAAD3B435B51404EE,4057B60B514C5402DDE3D29A1845C366,654321,Weak - Less than 8,1997-01-07 00:38,,
machine,2033,,W2K8NYC16$,Disabled,AAD3B435B51404EEAAD3B435B51404EE,1616FE40D8CDE17D7BBA2657BC829C30,,Not Cracked,1988-10-25 03:54,,
user,1044,acme.com,Agustin,Enabled,AAD3B435B51404EEAAD3B435B51404EE,0B72B560686BD245E7EC681919C50222,p@$$w0rd,Weak - p@$$,2014-05-23 12:04,,
user,1055,acme.com,Denisse,Disabled,AAD3B435B51404EEAAD3B435B51404EE,208ADB08381ADAB3032EEDBD35399642,cheese,Weak - Less than 8,1986-08-01 12:30,,
machine,2014,,WIN10LON60$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,05D7A32BFD03AD6EBD1744C34D31CE1E,,Not Cracked,2012-09-14 21:34,,
machine,2008,,WIN10PAR14$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,EC1FACCF867A6EFB6526CE5FC0109596,,Not Cracked,1993-09-22 05:08,,
user,1008,acme.com,Blaze,Enabled,AAD3B435B51404EEAAD3B435B51404EE,328727B81CA05805A68EF26ACB252039,1234567,Weak - 123456,1978-01-11 01:49,,
machine,2028,,W2K3LON33$,Enabled,9B3F51919237C9E8AAD3B435B51404EE,6649B8967545E5E86EC5A980184E2F73,{,Weak - Less than 8,1980-02-05 20:44,,
machine,2039,,W2K8LON36$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,C6030492F430937ABC468ADCEB99CD75,,Not Cracked,1993-06-05 06:33,,
user,1066,widgets.acme.com,Erik,Enabled,AAD3B435B51404EEAAD3B435B51404EE,31D6CFE0D16AE931B73C59D7E0C089C0,,<BLANK>,1998-01-12 13:16,,
user,1098,labs.acme.com,Seth,Enabled,AAD3B435B51404EEAAD3B435B51404EE,1B5FD36FD806997AD2E1F5AC2C37155B,ncc1701,Weak - Less than 8,2013-03-23 19:24,,
user,1012,acme.com,Madalynn,Enabled,AAD3B435B51404EEAAD3B435B51404EE,F9E37E83B83C47A93C2F09F66408631B,abc123,Weak - Less than 8,1972-07-20 16:06,,
user,1040,acme.com,Kingston,Enabled,B1208432F8D13F034A3B108F3FA6CB6D,A3EC5E17E3DD527FE128B70FF98D4637,pa55word,Weak - pa55,1982-12-26 12:04,,
user,1076,acme.com,Ari,Enabled,A89E1F930570CFA1AAD3B435B51404EE,36E13152AA93A7631608CD9DD753BD2A,please,Weak - Less than 8,2015-09-25 09:09,,
machine,2015,,W2K8SEA56$,Disabled,AAD3B435B51404EEAAD3B435B51404EE,469BA8741145B1B3205F695E55C8845D,,Not Cracked,2017-08-02 04:04,,
user,1032,acme.com,Christina,Enabled,AAD3B435B51404EEAAD3B435B51404EE,E31F8A0E0C901978866E91CFE76FD663,,Not Cracked,1979-05-17 11:07,,
machine,2045,,W2K8PAR66$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,7A23884A95EAD8BE008FB592075F1D1A,,Not Cracked,2004-10-30 18:36,,
user,1013,labs.acme.com,Philip,Enabled,AAD3B435B51404EEAAD3B435B51404EE,2D7F1A5A61D3A96FB5159B5EEF17ADC6,111111,Weak - Less than 8,1974-12-05 03:45,,
user,1037,acme.com,Jaylin,Enabled,AAD3B435B51404EEAAD3B435B51404EE,D5E9E0DB50BA46B948853221BE26DA2B,security,Weak - security,1974-10-09 10:47,,
user,1084,widgets.acme.com,Julissa,Enabled,AAD3B435B51404EEAAD3B435B51404EE,31D6CFE0D16AE931B73C59D7E0C089C0,,<BLANK>,2009-01-04 22:32,,
user,500,,Administrator,Enabled,44EFCE164AB921CAAAD3B435B51404EE,32ED87BDB5FDC5E9CBA88547376818D4,123456,Weak - 123456,1987-07-16 09:41,,
user,1056,acme.com,Nadia,Enabled,AAD3B435B51404EEAAD3B435B51404EE,E57FF0A3E87BF1B7652D464E6C20304A,matthew,Weak - Less than 8,1972-03-18 07:40,,
machine,2023,,WINXPSEA19$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,9C07ED0988B3A640CDD5C864D5D1D082,,Not Cracked,2015-06-19 12:05,,
user,1002,acme.com,Dayami,Enabled,AAD3B435B51404EEAAD3B435B51404EE,259745CB123A52AA2E693AAACCA2DB52,12345678,Weak - 123456,2017-11-04 21:04,,
user,1020,acme.com,Darien,Enabled,AAD3B435B51404EEAAD3B435B51404EE,FB4BF3DDF37CF6494A9905541290CF51,princess,Cracked,1991-09-29 02:23,,
machine,2001,,WIN7NYC94$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,A492DABCA3E6398D6491460A7E2152D9,,Not Cracked,1984-01-18 09:09,,
machine,2020,,WIN10TKY17$,Enabled,44C417BE07EA9317806119548B1B05B6,48C895BFCF2CBECAA46DB91A1C51C8F7,WIN10TKY17$,Cracked,1975-05-04 01:39,,
user,1038,acme.com,Marin,Enabled,AAD3B435B51404EEAAD3B435B51404EE,2AD421D6036D46E5CA5AA1F14922EAF4,changeme123,Weak - changeme,1987-03-31 14:26,,
user,1043,acme.com,Roy,Enabled,AAD3B435B51404EEAAD3B435B51404EE,A80C9CC3F8439ADA25AF064A874EFE2D,p@ssword,Weak - p@ss,1982-04-20 19:30,,
machine,2043,,WIN7TYK93$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,42257A65AEFDCBC6C7B8B525F5A4C193,,Not Cracked,1971-06-03 11:58,,
machine,2029,,WINXPSEA59$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,570E076188A672100726B29043E0646C,,Not Cracked,1978-09-23 08:29,,
user,1050,acme.com,Perla,Enabled,AAD3B435B51404EEAAD3B435B51404EE,CA8E025E9893E8CE3D2CBF847FC56814,orange,Weak - orange,1983-03-09 00:15,,
user,1042,acme.com,Zander,Enabled,AAD3B435B51404EEAAD3B435B51404EE,931299A158028C08A0BD348DF6B84DA5,pa$$word,Weak - pa$$,1997-03-07 05:05,,
machine,2018,,CENTOSNYC41$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,AB4615E2273721D0B7820618F6D9C2BE,,Not Cracked,2004-11-05 08:54,,
machine,2006,,CENTOSLAX40$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,E6159EBF524E1C7EB148900724D4ABE0,,Not Cracked,1987-05-25 01:57,,
user,1039,acme.com,Ashanti,Disabled,AAD3B435B51404EEAAD3B435B51404EE,8ADB02519B5B5E51B6CC05550AC3F044,orange123,Weak - orange,1982-03-21 09:10,,
user,1065,acme.com,Glenn,Enabled,AAD3B435B51404EEAAD3B435B51404EE,CC9760F62B1D024F1D37A1A737D61235,,Not Cracked,1976-10-03 18:42,,
user,1046,acme.com,Donna,Enabled,AAD3B435B51404EEAAD3B435B51404EE,4FC64497D0B89C96A9795B87EB447133,welcome123,Weak - welcome,1975-02-20 20:33,,
user,1091,labs.acme.com,Giselle,Enabled,AAD3B435B51404EEAAD3B435B51404EE,10F0F6C9ED285B92F02343D54CC54E4D,cowboys,Weak - Less than 8,2016-03-01 01:46,,
user,1086,acme.com,Easton,Enabled,AE6E1B1FCCB24D5B944E2DF489A880E4,2B2AC2D1C7C8FDA6CEA80B5FAD7563AA,computer,Cracked,1986-05-19 15:28,,
machine,2038,,WIN10PAR28$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,AE087F21C768B52F7E45E266308E7FD3,,Not Cracked,1991-01-07 19:19,,
user,1035,acme.com,Erin,Enabled,AAD3B435B51404EEAAD3B435B51404EE,1CF85A3C243B8773F5E71538E120330B,July2017,Weak - july,1974-06-11 15:15,,
machine,2009,,W2K8LON66$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,C5F9855AB44A6B52749E1C8445D969FF,,Not Cracked,2010-02-11 13:38,,
user,1021,labs.acme.com,Jadiel,Enabled,AAD3B435B51404EEAAD3B435B51404EE,0D757AD173D2FC249CE19364FD64C8EC,qwertyuiop,Cracked,2006-09-10 17:14,,
machine,2030,,CENTOSPAR28$,Enabled,AAD3B435B51404EEAAD3B435B51404EE,BC466B2B223406EFEC2EB9FDAD8C09B2,,Not Cracked,1972-11-17 04:57,,
user,1063,widgets.acme.com,Fernando,Enabled,AAD3B435B51404EEAAD3B435B51404EE,31D6CFE0D16AE931B73C59D7E0C089C0,,<BLANK>,2005-02-04 18:30,,
user,1057,acme.com,Tabitha,Enabled,AAD3B435B51404EEAAD3B435B51404EE,F875BE2E6F72C9C1DA078DC95ABA2532,,Not Cracked,1980-03-05 07:08,,
user,1004,acme.com,Natasha,Disabled,AAD3B435B51404EEAAD3B435B51404EE,7A21990FCD3D759941E45C490F143D5F,12345,Weak - Less than 8,2000-09-26 13:06,,
